"SUID","ACC","CAZY","CLASS","Cluster Size","Description","Domain","EC","EFI_ID","FAMILY","GDNA","GENUS","GI","GN","GO","HMP_Body_Site","HMP_Oxygen","IPRO","name","ORDER","Organism","PDB","PFAM","PHYLUM","selected","Sequence_Length","shared name","SPECIES","STATUS","Swissprot_Description","Taxonomy_ID","Uniprot_ID"
"1176931","A0A175AFD5|E4LUE6|H1BAW2|T4P1Y6|R6VXQ2|E2SM17|N9V368|A0A099I4I6|G1VU56","None","Erysipelotrichia|Clostridia|NA","9","Pyruvate-formate lyase |Putative formate C-acetyltransferase |Pyruvate formate-lyase |Pyruvate formate lyase family protein |PFL2/glycerol dehydratase family glycyl radical enzyme |Formate acetyltransferase |Uncharacterized protein ","Bacteria","4.1.1.83 {ECO:0000313|EMBL:CUQ94111.1}|None","NA","Erysipelotrichaceae|Clostridiaceae|Peptostreptococcaceae|NA","False","Erysipelatoclostridium|Clostridium|None|Clostridioides|NA","None|496569676:1|371661781:1|496093296:1|496571892:1|488685600:1|769123965:1|345902999:1","ERS852468_03654|HMPREF9406_3354|HMPREF0981_02345|QSI_0947|BN746_01274|HMPREF0983_02141|HMPREF1094_03867|CIAN88_14295|HMPREF9022_03537","None|0016740 transferase activity|0016829 lyase activity|0003824 catalytic activity","Gastrointestinal tract|None|Not Specified","Anaerobe,Not Specified|Anaerobe|Not Specified|None","None|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A175AFD5","Erysipelotrichales|Clostridiales|NA","Clostridium innocuum.|Clostridium sp. HGF2.|Erysipelotrichaceae bacterium 6_1_45.|Peptoclostridium difficile P28.|Erysipelotrichaceae bacterium CAG:64.|Erysipelotrichaceae bacterium 3_1_53.|[Clostridium] innocuum 2959.|Erysipelotrichaceae bacterium 2_2_44A.","None","None|PF01228 Gly_radical|PF02901 PFL","Firmicutes|NA","false","793","A0A175AFD5","[Clostridium] innocuum|Clostridium sp. HGF2|Erysipelotrichaceae bacterium 6_1_45|Clostridioides difficile|NA|Erysipelotrichaceae bacterium 3_1_53|Erysipelotrichaceae bacterium 2_2_44A","Unreviewed","NA","1522|908340|469614|1151410|1262981|658659|999413|457422","A0A175AFD5_CLOI|E4LUE6_9CLOT|H1BAW2_9FIRM|T4P1Y6_PEPDI|R6VXQ2_9FIRM|E2SM17_9FIRM|N9V368_CLOIN|A0A099I4I6_CLOI|G1VU56_9FIRM"
"1176932","A0A0W8FL18","None","NA","1","Pyruvate formate-lyase ","unclassified sequences","2.3.1.54 {ECO:0000313|EMBL:KUG21563.1}","NA","NA","False","NA","None","ASZ90_008682","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0W8FL18","NA","hydrocarbon metagenome.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","793","A0A0W8FL18","NA","Unreviewed","NA","938273","A0A0W8FL18_9ZZZ"
"1176933","D2ZGF9|A0A175QL36","None","Gammaproteobacteria","2","Choline trimethylamine-lyase |Formate acetyltransferase ","Bacteria","4.3.99.4 {ECO:0000256|HAMAP-Rule:MF_02058}|None","NA","Enterobacteriaceae","False","Enterobacter","288316465:1|968170036:4","ENTCAN_07576|NS104_19975","0016840 carbon-nitrogen lyase activity|0016740 transferase activity|None","Gastrointestinal tract|None","Facultative|None","IPR030897 Choline_CutC|IPR001150 Gly_radical|IPR004184 PFL_dom|None","D2ZGF9","Enterobacteriales","Enterobacter cancerogenus ATCC 35316.|Enterobacter cancerogenus.","None","PF01228 Gly_radical|PF02901 PFL|None","Proteobacteria","false","793","D2ZGF9","Enterobacter cancerogenus","Unreviewed","NA","500639|69218","D2ZGF9_9ENTR|A0A175QL36_9ENT"
"1176918","K8EEC7","None","Clostridia","1","Putative formate acetyltransferase 2 (Pyruvate formate lyase II) ","Bacteria","None","NA","Peptococcaceae","False","Desulfotomaculum","495685327:0","DESHY_110090","0016829 lyase activity|0016740 transferase activity","None","None","IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","K8EEC7","Clostridiales","Desulfotomaculum hydrothermale Lam5 = DSM 18033.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","792","K8EEC7","Desulfotomaculum hydrothermale","Unreviewed","NA","1121428","K8EEC7_9FIRM"
"1176919","U1R9K6","None","Actinobacteria","1","Formate C-acetyltransferase ","Bacteria","None","NA","Bifidobacteriaceae","False","Alloscardovia","541488510:0","HMPREF9244_01320","0008861 formate C-acetyltransferase activity","Oral","Anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","U1R9K6","Bifidobacteriales","Alloscardovia omnicolens F0580.","None","PF01228 Gly_radical|PF02901 PFL","Actinobacteria","false","792","U1R9K6","Alloscardovia omnicolens","Unreviewed","NA","1321816","U1R9K6_9BIFI"
"1176920","A0A0F9RSM8","None","NA","1","Uncharacterized protein ","unclassified sequences","None","NA","NA","False","NA","None","LCGC14_0608340","0003824 catalytic activity","None","None","IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","A0A0F9RSM8","NA","marine sediment metagenome.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","792","A0A0F9RSM8","NA","Unreviewed","NA","412755","A0A0F9RSM8_9ZZZ"
"1176921","R5XYH7","None","NA","1","Pyruvate formate-lyase ","Bacteria","None","NA","NA","False","NA","None","BN488_00604","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R5XYH7","NA","Clostridium bartlettii CAG:1329.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","792","R5XYH7","NA","Unreviewed","NA","1263063","R5XYH7_9CLOT"
"1176922","A0A0E3GQ57|C6PPT9","None","Clostridia","2","Formate C-acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:EET88680.1}","NA","Clostridiaceae","False","Clostridium","800895807:1|494119912:2","CSCA_0866|CcarbDRAFT_0806","0016740 transferase activity|0008861 formate C-acetyltransferase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0E3GQ57","Clostridiales","Clostridium scatologenes.|Clostridium carboxidivorans P7.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","792","A0A0E3GQ57","Clostridium scatologenes|Clostridium carboxidivorans","Unreviewed","NA","1548|536227","A0A0E3GQ57_CLOS|C6PPT9_9CLOT"
"1176923","A0A073VCV7|I6HC53|A0A133LGB4|A0A0N8LW56|A0A0D7M4Q4|A0A0A1RHU6|A0A0J1L0E7|A0A0J1NJK2","None","Gammaproteobacteria","8","Choline trimethylamine-lyase |Pyruvate formate-lyase ","Bacteria","4.3.99.4 {ECO:0000256|HAMAP-Rule:MF_02058}|2.3.1.54 {ECO:0000313|EMBL:CEJ65599.1}","NA","Enterobacteriaceae","False","Citrobacter|Shigella","489936998:0|391321625:0|985306279:3|938653264:1|765426778:3|None|838571279:1|489936998:1","AB07_4270|SF123566_10259|HMPREF3212_02071|AN672_08590|TN42_04840|None|SK33_01459|SK37_00213","0016840 carbon-nitrogen lyase activity|0016829 lyase activity|0016740 transferase activity|0008861 formate C-acetyltransferase activity","None|Not Specified|Skin","None|Facultative","IPR030897 Choline_CutC|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A073VCV7","Enterobacteriales","Escherichia coli 5-172-05_S1_C1.|Shigella flexneri 1235-66.|Citrobacter freundii.|Citrobacter pasteurii.|Citrobacter sp. MGH103.|Citrobacter sp. MGH109.","None","PF01228 Gly_radical|PF02901 PFL","Proteobacteria","false","792|703","A0A073VCV7","Citrobacter freundii|Shigella flexneri|Citrobacter pasteurii|Citrobacter sp. MGH103|Citrobacter sp. MGH109","Unreviewed","NA","1444046|766154|546|1563222|1686378|1686382","A0A073VCV7_ECOL|I6HC53_SHIFL|A0A133LGB4_CITF|A0A0N8LW56_CITF|A0A0D7M4Q4_CITF|A0A0A1RHU6_9ENT|A0A0J1L0E7_9ENT|A0A0J1NJK2_9ENT"
"1176924","A0A173YY55|A0A173RWW3|R7FNI3|A0A174K3J3|A6BHN6|R5D1X0|A0A174J6R1","None","Clostridia|NA","7","4-hydroxyphenylacetate decarboxylase large subunit |Putative formate C-acetyltransferase ","Bacteria","4.1.1.83 {ECO:0000313|EMBL:CUN69162.1}|4.1.1.83 {ECO:0000313|EMBL:CUM82246.1}|None|4.1.1.83 {ECO:0000313|EMBL:CUP06634.1}|4.1.1.83 {ECO:0000313|EMBL:CUO95273.1}","NA","Lachnospiraceae|NA","False|True","Dorea|NA","None|493471143:0|149752856:1","ERS852423_01163|ERS852408_01609|BN651_01173|ERS852526_00346|DORLON_01812|BN457_00096|ERS852482_01782","None|0016740 transferase activity","None|Gastrointestinal tract","None|Anaerobe","None|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A173YY55","Clostridiales|NA","Dorea longicatena.|Dorea longicatena CAG:42.|Dorea longicatena DSM 13814.|Dorea sp. CAG:105.","None","None|PF01228 Gly_radical|PF02901 PFL","Firmicutes|NA","false","792|791","A0A173YY55","Dorea longicatena|NA","Unreviewed","NA","88431|1263074|411462|1262872","A0A173YY55_9FIR|A0A173RWW3_9FIR|R7FNI3_9FIRM|A0A174K3J3_9FIR|A6BHN6_9FIRM|R5D1X0_9FIRM|A0A174J6R1_9FIR"
"1176925","E5VNH8|A0A174GH81","None","Clostridia","2","Pyruvate formate-lyase |4-hydroxyphenylacetate decarboxylase large subunit ","Bacteria","None|4.1.1.83 {ECO:0000313|EMBL:CUO60346.1}","NA","Lachnospiraceae","False","None|Anaerostipes","316893373:0|None","HMPREF0996_02592|ERS852475_02448","0016829 lyase activity|None","Gastrointestinal tract|None","Not Specified|None","IPR001150 Gly_radical|IPR004184 PFL_dom|None","A0A174GH81","Clostridiales","Lachnospiraceae bacterium 5_1_63FAA.|Anaerostipes hadrus.","None","PF01228 Gly_radical|PF02901 PFL|None","Firmicutes","false","678|793","A0A174GH81","Lachnospiraceae bacterium 5_1_63FAA|Anaerostipes hadrus","Unreviewed","NA","658089|649756","E5VNH8_9FIRM|A0A174GH81_ANAH"
"1176942","R9MJN3","None","Clostridia","1","Uncharacterized protein ","Bacteria","None","NA","Lachnospiraceae","False","None","507814251:1","C818_00884","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R9MJN3","Clostridiales","Lachnospiraceae bacterium 3-2.","None","PF02901 PFL","Firmicutes","false","794","R9MJN3","Lachnospiraceae bacterium 3-2","Unreviewed","NA","1235799","R9MJN3_9FIRM"
"1176943","H1CLJ0|A0A174V4Q5","None","Clostridia","2","Pyruvate formate-lyase |4-hydroxyphenylacetate decarboxylase large subunit ","Bacteria","None|4.1.1.83 {ECO:0000313|EMBL:CUQ28506.1}","NA","Lachnospiraceae|None","False","None|Flavonifractor","371657997:1|None","HMPREF0995_05318|ERS852504_03853","0016829 lyase activity|None","Gastrointestinal tract|None","Not Specified|None","IPR001150 Gly_radical|IPR004184 PFL_dom|None","H1CLJ0","Clostridiales","Lachnospiraceae bacterium 7_1_58FAA.|Flavonifractor plautii.","None","PF01228 Gly_radical|PF02901 PFL|None","Firmicutes","false","794","H1CLJ0","Lachnospiraceae bacterium 7_1_58FAA|Flavonifractor plautii","Unreviewed","NA","658087|292800","H1CLJ0_9FIRM|A0A174V4Q5_9FIR"
"1176944","A0A174K6W3","None","Clostridia","1","Formate acetyltransferase 1 ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:CUP04949.1}","NA","Lachnospiraceae","False","Lachnoclostridium","None","ERS852491_04115","None","None","None","None","A0A174K6W3","Clostridiales","[Eubacterium] contortum.","None","None","Firmicutes","false","794","A0A174K6W3","[Eubacterium] contortum","Unreviewed","NA","39482","A0A174K6W3_9FIR"
"1176945","B0NGB8|F7KP66","None","Clostridia","2","Pyruvate formate lyase |Uncharacterized protein ","Bacteria","None","NA","Lachnospiraceae","True|False","Lachnoclostridium|None","167662274:1|490745187:1","CLOSCI_02521|HMPREF0993_00770","0016829 lyase activity|0003824 catalytic activity","Gastrointestinal tract","Anaerobe|Not Specified","IPR001150 Gly_radical|IPR004184 PFL_dom","B0NGB8","Clostridiales","[Clostridium] scindens ATCC 35704.|Lachnospiraceae bacterium 5_1_57FAA.","None","PF02901 PFL","Firmicutes","false","794","B0NGB8","[Clostridium] scindens|Lachnospiraceae bacterium 5_1_57FAA","Unreviewed","NA","411468|658085","B0NGB8_CLOSV|F7KP66_9FIRM"
"1176946","A0A0U5P2D4","None","Clostridia","1","Formate acetyltransferase 1 ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:CUX48905.1}","NA","Clostridiaceae","False","Clostridium","None","BN3456_02807","0008861 formate C-acetyltransferase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0U5P2D4","Clostridiales","Clostridium sp. C105KSO13.","None","PF02901 PFL","Firmicutes","false","794","A0A0U5P2D4","Clostridium sp. C105KSO13","Unreviewed","NA","1776045","A0A0U5P2D4_9CLO"
"1176947","A0A0X8JHB5|G1UVK2","None","Deltaproteobacteria","2","Formate acetyltransferase |Uncharacterized protein ","Bacteria","None","NA","Desulfovibrionaceae","False","Desulfovibrio","987453377:1|496660956:1","AXF13_01055|HMPREF1022_02625","0016740 transferase activity|0003824 catalytic activity","None|Gastrointestinal tract","None|Anaerobe","IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","A0A0X8JHB5","Desulfovibrionales","Desulfovibrio fairfieldensis.|Desulfovibrio sp. 6_1_46AFAA.","None","PF01228 Gly_radical|PF02901 PFL","Proteobacteria","false","794","A0A0X8JHB5","Desulfovibrio fairfieldensis|Desulfovibrio sp. 6_1_46AFAA","Unreviewed","NA","44742|665942","A0A0X8JHB5_9DEL|G1UVK2_9DELT"
"1176948","C0C023","None","Clostridia","1","Putative formate C-acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","Lachnoclostridium","225162132:0","CLOHYLEM_05415","0016740 transferase activity","Gastrointestinal tract","Anaerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","C0C023","Clostridiales","[Clostridium] hylemonae DSM 15053.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","794","C0C023","[Clostridium] hylemonae","Unreviewed","NA","553973","C0C023_9FIRM"
"1176949","B2VC83|V5Z795","None","NA|Gammaproteobacteria","2","Formate acetyltransferase 1 |Formate C-acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:CAO97194.1}|2.3.1.54 {ECO:0000313|EMBL:CCG86807.1}","NA","NA|Enterobacteriaceae","False","NA|Erwinia","188029317:0|562747498:0","ETA_21480|EPIR_1442","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","B2VC83","NA|Enterobacteriales","Erwinia tasmaniensis  (strain DSM 17950 / CIP 109463 / Et1/99)|Erwinia piriflorinigrans CFBP 5888.","None","PF01228 Gly_radical|PF02901 PFL","NA|Proteobacteria","false","794|760","B2VC83","NA|Erwinia piriflorinigrans","Unreviewed","NA","465817|1161919","B2VC83_ERWT9|V5Z795_9ENTR"
"1176934","A0A0K9NGQ6|C0BZI1","None","Clostridia","2","Formate acetyltransferase |Putative formate C-acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","Dorea|Lachnoclostridium","901708544:0|493487795:1","HMPREF0980_00109|CLOHYLEM_05221","0016740 transferase activity","Gastrointestinal tract","Anaerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0K9NGQ6","Clostridiales","Dorea sp. D27.|[Clostridium] hylemonae DSM 15053.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","793|791","A0A0K9NGQ6","Dorea sp. D27|[Clostridium] hylemonae","Unreviewed","NA","658665|553973","A0A0K9NGQ6_9FIR|C0BZI1_9FIRM"
"1176935","R6WA99","None","NA","1","Uncharacterized protein ","Bacteria","None","NA","NA","False","NA","None","BN605_01377","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R6WA99","NA","Dorea sp. CAG:317.","None","PF02901 PFL","NA","false","793","R6WA99","NA","Unreviewed","NA","1262873","R6WA99_9FIRM"
"1176936","V7I496","None","Clostridia","1","Acetyltransferase ","Bacteria","None","NA","Clostridiaceae","False","Youngiibacter","557313716:1","T472_0213405","0016740 transferase activity","None","None","IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","V7I496","Clostridiales","Youngiibacter fragilis 232.1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","793","V7I496","Youngiibacter fragilis","Unreviewed","NA","994573","V7I496_9CLOT"
"1176937","E3GNY5","None","Clostridia","1","Uncharacterized protein ","Bacteria","None","NA","Eubacteriaceae","False","Eubacterium","308739815:1","ELI_2493","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","E3GNY5","Clostridiales","Eubacterium limosum  (strain KIST612)","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","794","E3GNY5","Eubacterium limosum","Unreviewed","NA","903814","E3GNY5_EUBLK"
"1176938","F0Z126","None","Clostridia","1","Putative uncharacterized protein ","Bacteria","None","NA","Clostridiaceae","False","Clostridium","496292070:1","HMPREF0240_02808","0003824 catalytic activity","Gastrointestinal tract","Anaerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","F0Z126","Clostridiales","Clostridium sp. D5.","None","PF02901 PFL","Firmicutes","false","794","F0Z126","Clostridium sp. D5","Unreviewed","NA","556261","F0Z126_9CLOT"
"1176939","A0A0K9NAT4","None","Clostridia","1","Uncharacterized protein ","Bacteria","None","NA","Lachnospiraceae","False","Dorea","901706629:1","HMPREF0980_01961","0003824 catalytic activity","Gastrointestinal tract","Anaerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0K9NAT4","Clostridiales","Dorea sp. D27.","None","PF02901 PFL","Firmicutes","false","794","A0A0K9NAT4","Dorea sp. D27","Unreviewed","NA","658665","A0A0K9NAT4_9FIR"
"1176940","R6QNW3|B6FJR9","None","NA|Clostridia","2","Uncharacterized protein |Putative formate C-acetyltransferase ","Bacteria","None","NA","NA|Lachnospiraceae","False","NA|Tyzzerella","None|210152714:1","BN618_01303|CLONEX_00359","0003824 catalytic activity|0016740 transferase activity","None|Gastrointestinal tract","None|Anaerobe","IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","R6QNW3","NA|Clostridiales","Clostridium nexile CAG:348.|Tyzzerella nexilis DSM 1787.","None","PF01228 Gly_radical|PF02901 PFL","NA|Firmicutes","false","794","R6QNW3","NA|Tyzzerella nexilis","Unreviewed","NA","1263069|500632","R6QNW3_9CLOT|B6FJR9_9FIRM"
"1176941","C0C0P7","None","Clostridia","1","Pyruvate formate lyase ","Bacteria","None","NA","Lachnospiraceae","False","Lachnoclostridium","493488235:1","CLOHYLEM_05651","0016829 lyase activity","Gastrointestinal tract","Anaerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","C0C0P7","Clostridiales","[Clostridium] hylemonae DSM 15053.","None","PF02901 PFL","Firmicutes","false","794","C0C0P7","[Clostridium] hylemonae","Unreviewed","NA","553973","C0C0P7_9FIRM"
"1176958","A0A073ITI3","None","Synergistia","1","Pyruvate formate-lyase ","Bacteria","None","NA","Synergistaceae","False","Synergistes","740125764:1","EH55_12215","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","A0A073ITI3","Synergistales","Synergistes jonesii.","None","PF01228 Gly_radical|PF02901 PFL","Synergistetes","false","796","A0A073ITI3","Synergistes jonesii","Unreviewed","NA","2754","A0A073ITI3_9BAC"
"1176959","A0A173S205","None","Clostridia","1","4-hydroxyphenylacetate decarboxylase large subunit ","Bacteria","4.1.1.83 {ECO:0000313|EMBL:CUM84290.1}","NA","Lachnospiraceae","False","Anaerostipes","None","ERS852425_00962","None","None","None","None","A0A173S205","Clostridiales","Anaerostipes hadrus.","None","None","Firmicutes","false","796","A0A173S205","Anaerostipes hadrus","Unreviewed","NA","649756","A0A173S205_ANAH"
"1176960","A0A0G4K2Z4","None","Gammaproteobacteria","1","Choline trimethylamine-lyase ","Bacteria","4.3.99.4 {ECO:0000256|HAMAP-Rule:MF_02058}","NA","Enterobacteriaceae","False","Brenneria","None","BN1221_05007","0016840 carbon-nitrogen lyase activity|0016746 transferase activity  transferring acyl groups","None","None","IPR030897 Choline_CutC|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0G4K2Z4","Enterobacteriales","Brenneria goodwinii.","None","PF01228 Gly_radical|PF02901 PFL","Proteobacteria","false","796","A0A0G4K2Z4","Brenneria goodwinii","Unreviewed","NA","1109412","A0A0G4K2Z4_9ENT"
"1176961","L0R9G5","None","Deltaproteobacteria","1","Formate acetyltransferase 2 ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:CCO23394.1}","NA","Desulfovibrionaceae","False","Desulfovibrio","432170023:1","DESAM_21113","0008861 formate C-acetyltransferase activity","None","None","IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","L0R9G5","Desulfovibrionales","Desulfovibrio hydrothermalis AM13 = DSM 14728.","None","PF01228 Gly_radical|PF02901 PFL","Proteobacteria","false","796","L0R9G5","Desulfovibrio hydrothermalis","Unreviewed","NA","1121451","L0R9G5_9DELT"
"1176962","R4KEI2","None","Clostridia","1","Pyruvate-formate lyase ","Bacteria","None","NA","Peptococcaceae","False","Desulfotomaculum","493570205:1","Desgi_0504","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R4KEI2","Clostridiales","Desulfotomaculum gibsoniae DSM 7213.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","797","R4KEI2","Desulfotomaculum gibsoniae","Unreviewed","NA","767817","R4KEI2_9FIRM"
"1176963","V7I9D4","None","Clostridia","1","Uncharacterized protein ","Bacteria","None","NA","Clostridiaceae","False","Youngiibacter","564135705:1","T472_0204100","0003824 catalytic activity","None","None","IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","V7I9D4","Clostridiales","Youngiibacter fragilis 232.1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","797","V7I9D4","Youngiibacter fragilis","Unreviewed","NA","994573","V7I9D4_9CLOT"
"1176964","A0A136Q5E5","None","Clostridia","1","Glycine radical domain protein ","Bacteria","None","NA","Christensenellaceae","False","Christensenella","1000377336:1","HMPREF3293_01362","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A136Q5E5","Clostridiales","Christensenella minuta.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","797","A0A136Q5E5","Christensenella minuta","Unreviewed","NA","626937","A0A136Q5E5_9FIR"
"1176965","A0A0R2H5D7","None","Erysipelotrichia","1","Formate acetyltransferase ","Bacteria","None","NA","Erysipelotrichaceae","False","Kandleria","948934446:1","IV49_GL001290","0016740 transferase activity","None","None","IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","A0A0R2H5D7","Erysipelotrichales","Kandleria vitulina DSM 20405.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","797","A0A0R2H5D7","Kandleria vitulina","Unreviewed","NA","1410657","A0A0R2H5D7_9FIR"
"1176950","R7B2F9","None","NA","1","Pyruvate formate-lyase ","Bacteria","None","NA","NA","False","NA","None","BN653_00080","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","R7B2F9","NA","Clostridium sp. CAG:43.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","795","R7B2F9","NA","Unreviewed","NA","1262805","R7B2F9_9CLOT"
"1176951","F9MU78","None","Tissierellia","1","Putative formate C-acetyltransferase ","Bacteria","None","NA","Peptoniphilaceae","False","Peptoniphilus","496993003:1","HMPREF9130_2159","0016740 transferase activity","Oral","Anaerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","F9MU78","Tissierellales","Peptoniphilus sp. oral taxon 375 str. F0436.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","795","F9MU78","Peptoniphilus sp. oral taxon 375","Unreviewed","NA","879308","F9MU78_9FIRM"
"1176952","A0A0D1BFH5|V6Z501|B4U135|A0A0D1APG5|A0A0D1BAJ9|A0A0G6YNQ7|C0MEN8|C0MAU8|A0A0E1DUG8|A0A072EVJ0","None","Bacilli|NA","10","Pfl protein |Formate acetyltransferase |Pyruvate formate-lyase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:CRV31970.1}|2.3.1.54 {ECO:0000313|EMBL:CAW92536.1}","NA","Streptococcaceae|NA","False","Streptococcus|NA","757415077:1|516380306:1|195974176:0|501962160:1|754164403:1|501962160:0|225702490:0|641748879:1|655574708:1","AT55_01316|SAG0136_09010|Sez_0326|N594_01779|AT48_00564|ERS044360_03587|SZO_16510|SEQ_0391|Q426_07665|CECT5772_05728","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None|Airways","None|Facultative","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","B4U135","Lactobacillales|NA","Streptococcus equi subsp. zooepidemicus Sz4is.|Streptococcus agalactiae LMG 14747.|Streptococcus equi subsp. zooepidemicus  (strain MGCS10565)|Streptococcus equi subsp. zooepidemicus Sz16.|Streptococcus equi subsp. zooepidemicus SzAM60.|Streptococcus equi subsp. equi.|Streptococcus equi subsp. zooepidemicus  (strain H70)|Streptococcus equi subsp. equi  (strain 4047)|Streptococcus equi subsp. zooepidemicus CY.|Streptococcus equi subsp. ruminatorum CECT 5772.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes|NA","false","774|770|795","B4U135","Streptococcus equi|Streptococcus agalactiae|NA","Unreviewed","NA","1381082|1154860|552526|1381085|1381091|148942|553483|553482|1403449|1051981","A0A0D1BFH5_STRS|V6Z501_STRAG|B4U135_STREM|A0A0D1APG5_STRS|A0A0D1BAJ9_STRS|A0A0G6YNQ7_9STR|C0MEN8_STRS7|C0MAU8_STRE4|A0A0E1DUG8_STRS|A0A072EVJ0_9STR"
"1176953","B1Q4S6","None","Gammaproteobacteria","1","Probable formate C-acetyltransferase ","Bacteria","None","NA","Pseudomonadaceae","False","Pseudomonas","171362781:0","T8363","0016740 transferase activity","Airways|Skin","Aerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","B1Q4S6","Pseudomonadales","Pseudomonas putida ","None","PF01228 Gly_radical|PF02901 PFL","Proteobacteria","false","795","B1Q4S6","Pseudomonas putida","Unreviewed","NA","303","B1Q4S6_PSEPU"
"1176954","C6BVU8","None","Deltaproteobacteria","1","Pyruvate formate-lyase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:ACS80151.1}","NA","Desulfovibrionaceae","True","Desulfovibrio","506332248:1","Desal_2091","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","C6BVU8","Desulfovibrionales","Desulfovibrio salexigens  (strain ATCC 14822 / DSM 2638 / NCIB 8403 /VKM B-1763)","None","PF01228 Gly_radical|PF02901 PFL","Proteobacteria","false","796","C6BVU8","Desulfovibrio salexigens","Unreviewed","NA","526222","C6BVU8_DESAD"
